"customer_id,age,gender,city,email"
"C004653,57,Female,Braga,user4653@example.com"
"C004654,16,Female,Porto,user4654@example.com"
"C004655,60,Male,Porto,user4655@example.com"
"C004656,59,Male,Lisbon,user4656@example.com"
"C004657,16,Male,Lisbon,Unknown"
"C004658,62,Male,Lisbon,user4658@example.com"
"C004659,38,Other,Faro,user4659@example.com"
"C004660,23,Female,Faro,user4660@example.com"
"C004661,20,Male,Coimbra,user4661@example.com"
"C004662,33,Male,Porto,user4662@example.com"
"C004663,36,Male,Lisbon,user4663@example.com"
"C004664,41,Male,Porto,user4664@example.com"
"C004665,51,Male,Lisbon,user4665@example.com"
"C004666,34,Female,Braga,user4666@example.com"
"C004667,47,Female,Coimbra,user4667@example.com"
"C004668,54,Female,Braga,user4668@example.com"
"C004669,57,Other,Lisbon,user4669@example.com"
"C004670,44,Female,Coimbra,user4670@example.com"
"C004671,56,Other,Lisbon,user4671@example.com"
"C004672,22,Male,Porto,user4672@example.com"
"C004673,61,Female,Faro,user4673@example.com"
"C004674,64,Male,Coimbra,user4674@example.com"
"C004675,63,Male,Braga,user4675@example.com"
"C004676,22,Other,Lisbon,user4676@example.com"
"C004677,39,Other,Lisbon,user4677@example.com"
"C004678,66,Female,Porto,user4678@example.com"
"C004679,42,Male,Porto,user4679@example.com"
"C004680,48,Other,Porto,user4680@example.com"
"C004681,59,Other,Coimbra,user4681@example.com"
"C004682,45,Other,Porto,user4682@example.com"
"C004683,47,Male,Lisbon,user4683@example.com"
"C004684,47,Other,Lisbon,user4684@example.com"
"C004685,25,Male,Porto,user4685@example.com"
"C004686,29,Female,Braga,user4686@example.com"
"C004687,40,Female,Porto,user4687@example.com"
"C004688,43,???,Lisbon,user4688@example.com"
"C004689,54,Other,Porto,user4689@example.com"
"C004690,68,Other,Coimbra,user4690@example.com"
"C004691,19,Female,Porto,user4691@example.com"
"C004692,33,Male,Faro,user4692@example.com"
"C004693,64,Other,Braga,user4693@example.com"
"C004694,45,Other,Porto,user4694@example.com"
"C004695,38,Female,Lisbon,user4695@example.com"
"C004696,19,Female,Lisbon,user4696@example.com"
"C004697,64,Other,Lisbon,user4697@example.com"
"C004698,59,Male,Braga,user4698@example.com"
"C004699,42,Male,Porto,user4699@example.com"
"C004700,36,Female,Faro,user4700@example.com"
"C004701,43,Male,Porto,user4701@example.com"
"C004702,68,Male,Coimbra,user4702@example.com"
"C004703,29,Female,Porto,user4703@example.com"
"C004704,44,Other,Coimbra,user4704@example.com"
"C004705,16,Female,Coimbra,user4705@example.com"
"C004706,64,Female,Braga,user4706@example.com"
"C004707,61,Other,Faro,user4707@example.com"
"C004708,18,Male,Lisbon,user4708@example.com"
"C004709,24,Male,Porto,user4709@example.com"
"C004710,62,Female,Braga,user4710@example.com"
"C004711,58,Female,Coimbra,user4711@example.com"
"C004712,24,Male,Porto,user4712@example.com"
"C004713,30,Female,Faro,user4713@example.com"
"C004714,53,Female,Faro,user4714@example.com"
"C004715,20,Other,Faro,user4715@example.com"
"C004716,36,Other,Braga,user4716@example.com"
"C004717,67,Other,Faro,user4717@example.com"
"C004718,63,Male,Porto,user4718@example.com"
"C004719,64,Male,Faro,user4719@example.com"
"C004720,33,Male,Braga,user4720@example.com"
"C004721,53,Female,Coimbra,user4721@example.com"
"C004722,41,Female,Braga,user4722@example.com"
"C004723,48,Female,Lisbon,user4723@example.com"
"C004724,31,Other,Lisbon,user4724@example.com"
"C004725,43,Other,Faro,user4725@example.com"
"C004726,54,Male,Coimbra,user4726@example.com"
"C004727,57,Female,Porto,user4727@example.com"
"C004728,49,Female,Braga,user4728@example.com"
"C004729,18,Other,Braga,user4729@example.com"
"C004730,54,Female,Porto,user4730@example.com"
"C004731,54,Other,Braga,user4731@example.com"
"C004732,27,???,Lisbon,user4732@example.com"
"C004733,28,Other,Braga,user4733@example.com"
"C004734,28,Male,Porto,user4734@example.com"
"C004735,67,Other,Faro,user4735@example.com"
"C004736,21,Other,Braga,user4736@example.com"
"C004737,62,Other,Lisbon,user4737@example.com"
"C004738,31,Other,Coimbra,user4738@example.com"
"C004739,25,Other,Faro,user4739@example.com"
"C004740,20,Female,Lisbon,user4740@example.com"
"C004741,48,Male,Faro,user4741@example.com"
"C004742,38,Female,Braga,user4742@example.com"
"C004743,36,Female,Coimbra,user4743@example.com"
"C004744,28,Male,Porto,user4744@example.com"
"C004745,23,Male,Lisbon,user4745@example.com"
"C004746,25,Female,Lisbon,user4746@example.com"
"C004747,67,Other,Braga,user4747@example.com"
"C004748,47,Female,Braga,user4748@example.com"
"C004749,67,Male,Faro,user4749@example.com"
"C004750,60,Male,Lisbon,user4750@example.com"
"C004751,51,Other,Coimbra,user4751@example.com"
"C004752,33,Other,Coimbra,user4752@example.com"
"C004753,47,???,Porto,user4753@example.com"
"C004754,65,Female,Lisbon,Unknown"
"C004755,21,Male,Faro,user4755@example.com"
"C004756,16,Other,Lisbon,user4756@example.com"
"C004757,22,Female,Coimbra,user4757@example.com"
"C004758,20,Female,Faro,user4758@example.com"
"C004759,20,Male,Lisbon,user4759@example.com"
"C004760,53,Female,Porto,user4760@example.com"
"C004761,19,Other,Braga,user4761@example.com"
"C004762,65,Female,Coimbra,user4762@example.com"
"C004763,43,Female,Faro,user4763@example.com"
"C004764,19,Male,Braga,Unknown"
"C004765,19,Other,Porto,user4765@example.com"
"C004766,50,Other,Faro,user4766@example.com"
"C004767,58,Female,Coimbra,user4767@example.com"
"C004768,41,Male,Porto,user4768@example.com"
"C004769,44,Male,Lisbon,user4769@example.com"
"C004770,54,Male,Braga,user4770@example.com"
"C004771,65,Female,Faro,Unknown"
"C004772,17,Female,Faro,user4772@example.com"
"C004773,55,Other,Lisbon,user4773@example.com"
"C004774,66,Other,Lisbon,user4774@example.com"
"C004775,61,Other,Coimbra,user4775@example.com"
"C004776,68,Other,Coimbra,user4776@example.com"
"C004777,41,Male,Braga,user4777@example.com"
"C004778,43,Other,Faro,user4778@example.com"
"C004779,45,Female,Porto,user4779@example.com"
"C004780,64,Male,Porto,user4780@example.com"
"C004781,62,Other,Braga,user4781@example.com"
"C004782,19,Other,Lisbon,user4782@example.com"
"C004783,44,Female,Lisbon,user4783@example.com"
"C004784,64,Female,Porto,user4784@example.com"
"C004785,54,Other,Coimbra,user4785@example.com"
"C004786,66,Female,Faro,user4786@example.com"
"C004787,68,Other,Braga,user4787@example.com"
"C004788,35,Female,Lisbon,user4788@example.com"
"C004789,23,Female,Braga,user4789@example.com"
"C004790,52,Female,Lisbon,user4790@example.com"
"C004791,63,Other,Lisbon,user4791@example.com"
"C004792,57,Other,Faro,user4792@example.com"
"C004793,42,Other,Coimbra,user4793@example.com"
"C004794,38,Male,Braga,user4794@example.com"
"C004795,34,Female,Braga,user4795@example.com"
"C004796,38,Female,Lisbon,user4796@example.com"
"C004797,61,Female,Braga,user4797@example.com"
"C004798,33,Male,Faro,user4798@example.com"
"C004799,68,Male,Braga,user4799@example.com"
"C004800,64,???,Porto,user4800@example.com"
"C004801,57,Male,Lisbon,user4801@example.com"
"C004802,29,Other,Faro,user4802@example.com"
"C004803,51,Other,Coimbra,user4803@example.com"
"C004804,38,Other,Faro,user4804@example.com"
"C004805,21,Male,Lisbon,user4805@example.com"
"C004806,45,Female,Faro,user4806@example.com"
"C004807,16,Male,Porto,user4807@example.com"
"C004808,56,Female,Braga,user4808@example.com"
"C004809,18,Male,Porto,user4809@example.com"
"C004810,49,Female,Porto,user4810@example.com"
"C004811,38,Other,Porto,user4811@example.com"
"C004812,57,Male,Coimbra,user4812@example.com"
"C004813,46,Female,Braga,user4813@example.com"
"C004814,20,Female,Coimbra,user4814@example.com"
"C004815,52,Other,Braga,user4815@example.com"
"C004816,49,Male,Braga,user4816@example.com"
"C004817,60,Male,Faro,user4817@example.com"
"C004818,25,Female,Coimbra,user4818@example.com"
"C004819,69,Male,Faro,Unknown"
"C004820,25,Other,Lisbon,user4820@example.com"
"C004821,32,Male,Braga,user4821@example.com"
"C004822,16,???,Braga,user4822@example.com"
"C004823,16,Female,Coimbra,user4823@example.com"
"C004824,30,Other,Coimbra,user4824@example.com"
"C004825,48,Female,Braga,user4825@example.com"
"C004826,45,Other,Faro,user4826@example.com"
"C004827,58,Female,Porto,user4827@example.com"
"C004828,38,Male,Braga,user4828@example.com"
"C004829,55,Female,Coimbra,user4829@example.com"
"C004830,36,Other,Coimbra,user4830@example.com"
"C004831,46,Male,Braga,user4831@example.com"
"C004832,37,Other,Lisbon,user4832@example.com"
"C004833,43,Male,Braga,user4833@example.com"
"C004834,34,Other,Faro,user4834@example.com"
"C004835,29,Female,Coimbra,user4835@example.com"
"C004836,16,Male,Braga,user4836@example.com"
"C004837,52,Male,Porto,user4837@example.com"
"C004838,18,Other,Lisbon,user4838@example.com"
"C004839,42,Female,Braga,user4839@example.com"
"C004840,67,Other,Porto,user4840@example.com"
"C004841,58,Other,Lisbon,user4841@example.com"
"C004842,54,Other,Lisbon,user4842@example.com"
"C004843,37,Other,Lisbon,user4843@example.com"
"C004844,19,Male,Coimbra,user4844@example.com"
"C004845,47,Other,Lisbon,user4845@example.com"
"C004846,57,Male,Coimbra,user4846@example.com"
"C004847,45,Female,Lisbon,user4847@example.com"
"C004848,34,Other,Porto,user4848@example.com"
"C004849,33,Other,Coimbra,user4849@example.com"
"C004850,55,???,Braga,user4850@example.com"
"C004851,66,Male,Braga,Unknown"
"C004852,17,Female,Porto,user4852@example.com"
"C004853,65,Female,Lisbon,user4853@example.com"
"C004854,34,Other,Porto,user4854@example.com"
"C004855,27,Female,Lisbon,user4855@example.com"
"C004856,28,Female,Coimbra,user4856@example.com"
"C004857,40,Female,Coimbra,user4857@example.com"
"C004858,35,Female,Porto,user4858@example.com"
"C004859,64,Male,Faro,user4859@example.com"
"C004860,63,Other,Porto,user4860@example.com"
"C004861,20,Other,Coimbra,Unknown"
"C004862,20,Female,Faro,user4862@example.com"
"C004863,18,Male,Braga,user4863@example.com"
"C004864,39,Male,Lisbon,user4864@example.com"
"C004865,38,Male,Faro,user4865@example.com"
"C004866,55,Other,Porto,user4866@example.com"
"C004867,57,Male,Porto,user4867@example.com"
"C004868,36,Female,Faro,user4868@example.com"
"C004869,20,Other,Coimbra,user4869@example.com"
"C004870,40,Male,Coimbra,user4870@example.com"
"C004871,59,Other,Coimbra,user4871@example.com"
"C004872,40,Female,Lisbon,user4872@example.com"
"C004873,18,Other,Coimbra,user4873@example.com"
"C004874,27,Male,Lisbon,user4874@example.com"
"C004875,54,Female,Lisbon,user4875@example.com"
"C004876,32,Other,Coimbra,user4876@example.com"
"C004877,58,Other,Porto,user4877@example.com"
"C004878,32,Male,Faro,user4878@example.com"
"C004879,45,Male,Coimbra,user4879@example.com"
"C004880,21,Male,Porto,user4880@example.com"
"C004881,51,Other,Faro,user4881@example.com"
"C004882,22,Other,Lisbon,user4882@example.com"
"C004883,26,Other,Coimbra,user4883@example.com"
"C004884,48,Other,Braga,user4884@example.com"
"C004885,50,Male,Faro,user4885@example.com"
"C004886,30,Female,Braga,user4886@example.com"
"C004887,30,Female,Coimbra,user4887@example.com"
"C004888,48,Female,Lisbon,user4888@example.com"
"C004889,36,Female,Braga,Unknown"
"C004890,16,Female,Braga,user4890@example.com"
"C004891,48,Male,Lisbon,user4891@example.com"
"C004892,56,Other,Faro,user4892@example.com"
"C004893,51,Female,Lisbon,user4893@example.com"
"C004894,49,Female,Faro,user4894@example.com"
"C004895,29,Female,Braga,user4895@example.com"
"C004896,40,Female,Braga,user4896@example.com"
"C004897,67,Female,Porto,user4897@example.com"
"C004898,67,Male,Lisbon,user4898@example.com"
"C004899,62,Other,Lisbon,user4899@example.com"
"C004900,45,Female,Faro,user4900@example.com"
"C004901,22,Other,Coimbra,user4901@example.com"
"C004902,52,Male,Braga,user4902@example.com"
"C004903,57,Female,Porto,user4903@example.com"
"C004904,41,Male,Faro,user4904@example.com"
"C004905,18,Other,Lisbon,user4905@example.com"
"C004906,21,Female,Faro,user4906@example.com"
"C004907,30,Male,Coimbra,user4907@example.com"
"C004908,36,Male,Lisbon,user4908@example.com"
"C004909,33,Male,Braga,user4909@example.com"
"C004910,36,Other,Lisbon,user4910@example.com"
"C004911,65,Female,Lisbon,user4911@example.com"
"C004912,20,Male,Braga,user4912@example.com"
"C004913,45,Female,Porto,user4913@example.com"
"C004914,26,Female,Braga,user4914@example.com"
"C004915,46,Other,Porto,user4915@example.com"
"C004916,26,Other,Lisbon,user4916@example.com"
"C004917,60,Other,Lisbon,user4917@example.com"
"C004918,52,Other,Faro,Unknown"
"C004919,56,Other,Faro,user4919@example.com"
"C004920,62,Other,Coimbra,user4920@example.com"
"C004921,46,Male,Faro,user4921@example.com"
"C004922,66,Male,Porto,user4922@example.com"
"C004923,30,Female,Faro,user4923@example.com"
"C004924,51,Other,Porto,user4924@example.com"
"C004925,50,Other,Lisbon,user4925@example.com"
"C004926,39,Other,Porto,user4926@example.com"
"C004927,20,Other,Porto,user4927@example.com"
"C004928,33,Female,Braga,user4928@example.com"
"C004929,55,Female,Lisbon,user4929@example.com"
"C004930,66,Female,Coimbra,user4930@example.com"
"C004931,50,Other,Lisbon,user4931@example.com"
"C004932,30,Female,Faro,user4932@example.com"
"C004933,69,Female,Coimbra,user4933@example.com"
"C004934,51,Female,Faro,user4934@example.com"
"C004935,63,Male,Porto,user4935@example.com"
"C004936,66,Male,Lisbon,user4936@example.com"
"C004937,46,Male,Faro,user4937@example.com"
"C004938,33,???,Porto,user4938@example.com"
"C004939,29,Female,Coimbra,user4939@example.com"
"C004940,21,Female,Braga,user4940@example.com"
"C004941,65,Female,Braga,user4941@example.com"
"C004942,16,???,Braga,user4942@example.com"
"C004943,31,Male,Lisbon,user4943@example.com"
"C004944,39,Female,Coimbra,user4944@example.com"
"C004945,56,Male,Braga,user4945@example.com"
"C004946,43,Male,Faro,user4946@example.com"
"C004947,44,Other,Porto,user4947@example.com"
"C004948,53,Male,Faro,user4948@example.com"
"C004949,36,Male,Braga,user4949@example.com"
"C004950,67,Male,Braga,user4950@example.com"
"C004951,45,Male,Braga,user4951@example.com"
"C004952,66,Other,Braga,user4952@example.com"
"C004953,39,Female,Porto,user4953@example.com"
"C004954,32,Other,Porto,user4954@example.com"
"C004955,60,Female,Faro,user4955@example.com"
"C004956,66,Female,Porto,user4956@example.com"
"C004957,35,Other,Faro,user4957@example.com"
"C004958,69,Other,Lisbon,user4958@example.com"
"C004959,22,Female,Lisbon,user4959@example.com"
"C004960,51,???,Lisbon,user4960@example.com"
"C004961,27,Other,Lisbon,user4961@example.com"
"C004962,47,Female,Faro,user4962@example.com"
"C004963,66,Female,Braga,user4963@example.com"
"C004964,35,Male,Braga,user4964@example.com"
"C004965,29,Female,Braga,user4965@example.com"
"C004966,23,Other,Faro,user4966@example.com"
"C004967,21,Other,Braga,user4967@example.com"
"C004968,63,Other,Coimbra,user4968@example.com"
"C004969,62,Other,Faro,user4969@example.com"
"C004970,58,Male,Faro,user4970@example.com"
"C004971,59,Female,Faro,user4971@example.com"
"C004972,52,Male,Lisbon,user4972@example.com"
"C004973,24,Male,Braga,user4973@example.com"
"C004974,65,Other,Braga,user4974@example.com"
"C004975,51,Female,Lisbon,user4975@example.com"
"C004976,34,Male,Porto,user4976@example.com"
"C004977,59,Other,Coimbra,user4977@example.com"
"C004978,41,Other,Coimbra,user4978@example.com"
"C004979,53,Male,Porto,Unknown"
"C004980,46,Male,Lisbon,user4980@example.com"
"C004981,62,Female,Faro,user4981@example.com"
"C004982,49,Other,Porto,user4982@example.com"
"C004983,58,Male,Coimbra,user4983@example.com"
"C004984,38,Male,Lisbon,user4984@example.com"
"C004985,27,Female,Porto,user4985@example.com"
"C004986,25,Other,Faro,user4986@example.com"
"C004987,66,Other,Coimbra,user4987@example.com"
"C004988,24,Male,Porto,user4988@example.com"
"C004989,32,Other,Lisbon,user4989@example.com"
"C004990,27,Female,Lisbon,user4990@example.com"
"C004991,22,Male,Coimbra,user4991@example.com"
"C004992,67,Other,Braga,user4992@example.com"
"C004993,39,Female,Braga,user4993@example.com"
"C004994,57,Other,Porto,user4994@example.com"
"C004995,30,Female,Lisbon,user4995@example.com"
"C004996,49,Female,Faro,user4996@example.com"
"C004997,65,Other,Coimbra,user4997@example.com"
"C004998,58,Male,Braga,user4998@example.com"
"C004999,19,Other,Braga,user4999@example.com"
"C005000,48,Other,Faro,user5000@example.com"
"C005001,55,Other,Lisbon,user5001@example.com"
"C005002,65,Male,Lisbon,user5002@example.com"
"C005003,68,Other,Porto,user5003@example.com"
"C005004,67,Female,Braga,user5004@example.com"
"C005005,41,Female,Coimbra,user5005@example.com"
"C005006,16,Female,Lisbon,user5006@example.com"
"C005007,34,Female,Faro,user5007@example.com"
"C005008,47,Female,Faro,user5008@example.com"
"C005009,28,Female,Porto,user5009@example.com"
"C005010,19,Male,Braga,user5010@example.com"
"C005011,51,Male,Porto,user5011@example.com"
"C005012,55,Female,Lisbon,user5012@example.com"
"C005013,24,Female,Lisbon,Unknown"
"C005014,48,Female,Porto,user5014@example.com"
"C005015,21,Other,Faro,user5015@example.com"
"C005016,47,Other,Coimbra,user5016@example.com"
"C005017,31,Other,Braga,user5017@example.com"
"C005018,40,Female,Coimbra,user5018@example.com"
"C005019,50,Other,Lisbon,user5019@example.com"
"C005020,29,Female,Coimbra,user5020@example.com"
"C005021,41,Male,Faro,user5021@example.com"
"C005022,61,Female,Coimbra,user5022@example.com"
"C005023,36,Other,Coimbra,user5023@example.com"
"C005024,68,Male,Lisbon,user5024@example.com"
"C005025,31,Other,Coimbra,user5025@example.com"
"C005026,25,Male,Braga,user5026@example.com"
"C005027,27,Female,Porto,user5027@example.com"
"C005028,64,Other,Porto,user5028@example.com"
"C005029,43,Female,Porto,user5029@example.com"
"C005030,22,Male,Coimbra,user5030@example.com"
"C005031,42,Other,Braga,user5031@example.com"
"C005032,50,Other,Porto,user5032@example.com"
"C005033,67,Female,Braga,user5033@example.com"
"C005034,59,Female,Porto,user5034@example.com"
"C005035,60,Female,Coimbra,user5035@example.com"
"C005036,57,Other,Faro,user5036@example.com"
"C005037,68,Female,Coimbra,user5037@example.com"
"C005038,27,Female,Faro,user5038@example.com"
"C005039,29,Other,Coimbra,user5039@example.com"
"C005040,30,Female,Lisbon,user5040@example.com"
"C005041,44,Female,Lisbon,user5041@example.com"
"C005042,68,Male,Faro,Unknown"
"C005043,35,Female,Porto,user5043@example.com"
"C005044,54,Female,Porto,user5044@example.com"
"C005045,40,Other,Coimbra,user5045@example.com"
"C005046,66,Other,Coimbra,user5046@example.com"
"C005047,40,Male,Braga,user5047@example.com"
"C005048,39,???,Faro,user5048@example.com"
"C005049,49,Other,Coimbra,user5049@example.com"
"C005050,22,Male,Faro,user5050@example.com"
"C005051,22,Other,Faro,user5051@example.com"
"C005052,25,Male,Coimbra,user5052@example.com"
"C005053,49,Female,Coimbra,user5053@example.com"
"C005054,37,Female,Lisbon,user5054@example.com"
"C005055,44,Male,Lisbon,Unknown"
"C005056,68,Other,Coimbra,user5056@example.com"
"C005057,68,Female,Coimbra,user5057@example.com"
"C005058,66,Female,Coimbra,user5058@example.com"
"C005059,27,Other,Porto,user5059@example.com"
"C005060,49,Male,Faro,user5060@example.com"
"C005061,67,Male,Coimbra,user5061@example.com"
"C005062,65,Other,Braga,user5062@example.com"
"C005063,56,Male,Braga,user5063@example.com"
"C005064,22,Other,Porto,user5064@example.com"
"C005065,16,Male,Porto,user5065@example.com"
"C005066,56,Male,Braga,user5066@example.com"
"C005067,68,Other,Faro,user5067@example.com"
"C005068,33,Other,Lisbon,user5068@example.com"
"C005069,32,Other,Lisbon,user5069@example.com"
"C005070,54,Other,Faro,user5070@example.com"
"C005071,51,Other,Porto,user5071@example.com"
"C005072,44,Male,Braga,user5072@example.com"
"C005073,59,Male,Porto,user5073@example.com"
"C005074,35,Female,Faro,user5074@example.com"
"C005075,18,Male,Braga,user5075@example.com"
"C005076,64,Female,Faro,user5076@example.com"
"C005077,26,Other,Coimbra,user5077@example.com"
"C005078,21,Female,Braga,user5078@example.com"
"C005079,30,Female,Porto,Unknown"
"C005080,59,Other,Faro,user5080@example.com"
"C005081,42,Female,Braga,user5081@example.com"
"C005082,22,Other,Faro,user5082@example.com"
"C005083,66,Other,Faro,user5083@example.com"
"C005084,64,Female,Coimbra,user5084@example.com"
"C005085,31,Male,Coimbra,user5085@example.com"
"C005086,39,Female,Faro,user5086@example.com"
"C005087,22,Other,Faro,user5087@example.com"
"C005088,22,Male,Lisbon,user5088@example.com"
"C005089,66,Female,Coimbra,user5089@example.com"
"C005090,58,Female,Lisbon,user5090@example.com"
"C005091,47,Male,Faro,user5091@example.com"
"C005092,54,Male,Braga,user5092@example.com"
"C005093,36,Male,Lisbon,user5093@example.com"
"C005094,55,Male,Coimbra,user5094@example.com"
"C005095,45,Male,Braga,user5095@example.com"
"C005096,33,Male,Faro,user5096@example.com"
"C005097,34,Other,Faro,user5097@example.com"
"C005098,49,Female,Faro,user5098@example.com"
"C005099,62,Other,Coimbra,user5099@example.com"
"C005100,16,Male,Coimbra,user5100@example.com"
"C005101,43,Other,Faro,user5101@example.com"
"C005102,50,Female,Braga,user5102@example.com"
"C005103,66,Other,Coimbra,user5103@example.com"
"C005104,31,Female,Porto,user5104@example.com"
"C005105,21,Male,Porto,user5105@example.com"
"C005106,17,Male,Porto,user5106@example.com"
"C005107,65,Other,Faro,user5107@example.com"
"C005108,41,Male,Coimbra,user5108@example.com"
"C005109,31,Other,Braga,user5109@example.com"
"C005110,62,Male,Braga,user5110@example.com"
"C005111,64,Other,Faro,user5111@example.com"
"C005112,59,Other,Faro,user5112@example.com"
"C005113,28,Other,Lisbon,user5113@example.com"
"C005114,16,Male,Faro,user5114@example.com"
"C005115,21,Other,Faro,user5115@example.com"
"C005116,33,Male,Lisbon,user5116@example.com"
"C005117,31,Male,Coimbra,user5117@example.com"
"C005118,16,Male,Braga,user5118@example.com"
"C005119,16,Other,Lisbon,user5119@example.com"
"C005120,54,Other,Braga,user5120@example.com"
"C005121,60,Female,Porto,user5121@example.com"
"C005122,32,Other,Coimbra,user5122@example.com"
"C005123,42,Other,Lisbon,user5123@example.com"
"C005124,56,Other,Lisbon,user5124@example.com"
"C005125,59,Other,Coimbra,user5125@example.com"
"C005126,21,Female,Coimbra,user5126@example.com"
"C005127,31,Female,Braga,user5127@example.com"
"C005128,19,Male,Coimbra,Unknown"
"C005129,28,Male,Porto,user5129@example.com"
"C005130,58,Male,Braga,user5130@example.com"
"C005131,16,Female,Braga,user5131@example.com"
"C005132,19,Female,Faro,user5132@example.com"
"C005133,54,Female,Faro,Unknown"
"C005134,66,Other,Porto,user5134@example.com"
"C005135,16,Other,Porto,user5135@example.com"
"C005136,62,Male,Coimbra,user5136@example.com"
"C005137,16,Male,Coimbra,user5137@example.com"
"C005138,21,Male,Braga,user5138@example.com"
"C005139,60,Male,Faro,user5139@example.com"
"C005140,38,Female,Braga,user5140@example.com"
"C005141,32,Male,Coimbra,user5141@example.com"
"C005142,38,Female,Lisbon,user5142@example.com"
"C005143,28,Female,Porto,user5143@example.com"
"C005144,57,Female,Coimbra,user5144@example.com"
"C005145,24,Female,Faro,user5145@example.com"
"C005146,26,Other,Coimbra,user5146@example.com"
"C005147,59,Male,Braga,user5147@example.com"
"C005148,39,Other,Coimbra,user5148@example.com"
"C005149,31,???,Coimbra,user5149@example.com"
"C005150,31,Female,Coimbra,user5150@example.com"
"C005151,48,Other,Braga,user5151@example.com"
"C005152,36,Male,Lisbon,user5152@example.com"
"C005153,52,Other,Porto,user5153@example.com"
"C005154,26,Female,Porto,user5154@example.com"
"C005155,34,Female,Coimbra,user5155@example.com"
"C005156,46,Other,Braga,user5156@example.com"
"C005157,48,Other,Coimbra,user5157@example.com"
"C005158,25,Male,Faro,user5158@example.com"
"C005159,61,Male,Braga,user5159@example.com"
"C005160,69,Other,Porto,user5160@example.com"
"C005161,34,Female,Porto,Unknown"
"C005162,49,Male,Braga,user5162@example.com"
"C005163,38,Other,Coimbra,user5163@example.com"
"C005164,58,Male,Braga,user5164@example.com"
"C005165,37,Other,Braga,user5165@example.com"
"C005166,54,Other,Porto,user5166@example.com"
"C005167,58,Male,Coimbra,user5167@example.com"
"C005168,39,Male,Coimbra,user5168@example.com"
"C005169,55,Male,Braga,user5169@example.com"
"C005170,64,Other,Coimbra,user5170@example.com"
"C005171,50,Female,Braga,user5171@example.com"
"C005172,33,Female,Faro,user5172@example.com"
"C005173,62,Other,Porto,user5173@example.com"
"C005174,66,Other,Coimbra,user5174@example.com"
"C005175,22,Female,Braga,user5175@example.com"
"C005176,69,Female,Lisbon,user5176@example.com"
"C005177,18,Female,Porto,user5177@example.com"
"C005178,32,Other,Porto,user5178@example.com"
"C005179,66,Male,Braga,user5179@example.com"
"C005180,65,Female,Braga,user5180@example.com"
"C005181,43,Other,Coimbra,user5181@example.com"
"C005182,49,Female,Coimbra,user5182@example.com"
"C005183,55,Other,Porto,user5183@example.com"
"C005184,58,Female,Porto,user5184@example.com"
"C005185,40,Male,Coimbra,user5185@example.com"
"C005186,39,Male,Coimbra,user5186@example.com"
"C005187,33,Female,Porto,user5187@example.com"
"C005188,67,Female,Braga,user5188@example.com"
"C005189,65,Male,Lisbon,user5189@example.com"
"C005190,48,Other,Lisbon,user5190@example.com"
"C005191,38,Other,Braga,user5191@example.com"
"C005192,18,Female,Porto,user5192@example.com"
"C005193,43,Male,Coimbra,user5193@example.com"
"C005194,18,Male,Porto,user5194@example.com"
"C005195,41,Other,Coimbra,user5195@example.com"
"C005196,35,Male,Porto,user5196@example.com"
"C005197,38,Other,Lisbon,user5197@example.com"
"C005198,65,Male,Coimbra,user5198@example.com"
"C005199,33,Female,Faro,user5199@example.com"
"C005200,25,Male,Braga,user5200@example.com"
"C005201,62,Other,Coimbra,user5201@example.com"
"C005202,39,Male,Porto,user5202@example.com"
"C005203,30,Male,Coimbra,user5203@example.com"
"C005204,57,Male,Porto,user5204@example.com"
"C005205,59,Female,Braga,user5205@example.com"
"C005206,26,Female,Porto,user5206@example.com"
"C005207,53,Female,Coimbra,user5207@example.com"
"C005208,62,Male,Braga,user5208@example.com"
"C005209,39,Female,Braga,user5209@example.com"
"C005210,18,Female,Porto,user5210@example.com"
"C005211,69,Other,Porto,user5211@example.com"
"C005212,47,Female,Braga,user5212@example.com"
"C005213,69,Other,Faro,user5213@example.com"
"C005214,23,Female,Braga,user5214@example.com"
"C005215,47,Other,Porto,user5215@example.com"
"C005216,36,Male,Braga,user5216@example.com"
"C005217,45,Other,Braga,user5217@example.com"
"C005218,31,Other,Coimbra,user5218@example.com"
"C005219,58,Male,Lisbon,user5219@example.com"
"C005220,35,Female,Porto,user5220@example.com"
"C005221,51,Other,Faro,user5221@example.com"
"C005222,66,Male,Braga,user5222@example.com"
"C005223,27,Male,Braga,user5223@example.com"
"C005224,67,Female,Faro,user5224@example.com"
"C005225,50,Male,Lisbon,user5225@example.com"
"C005226,29,Male,Lisbon,user5226@example.com"
"C005227,61,Other,Lisbon,user5227@example.com"
"C005228,64,Female,Coimbra,user5228@example.com"
"C005229,47,Other,Faro,user5229@example.com"
"C005230,47,Other,Braga,user5230@example.com"
"C005231,38,Female,Braga,user5231@example.com"
"C005232,59,Male,Lisbon,user5232@example.com"
"C005233,31,Female,Braga,user5233@example.com"
"C005234,27,Other,Lisbon,user5234@example.com"
"C005235,21,Other,Lisbon,user5235@example.com"
"C005236,48,Other,Faro,user5236@example.com"
"C005237,28,Female,Faro,user5237@example.com"
"C005238,54,Male,Faro,user5238@example.com"
"C005239,45,Female,Faro,user5239@example.com"
"C005240,59,Female,Braga,user5240@example.com"
"C005241,69,Other,Braga,user5241@example.com"
"C005242,68,Other,Coimbra,user5242@example.com"
